"";"id";"date";"store_nbr";"family";"sales";"onpromotion"
"1600438";1600437;"2015-06-20";15;"BEVERAGES";1617;0
"1602220";1602219;"2015-06-21";15;"BEVERAGES";1450;0
"1604002";1604001;"2015-06-22";15;"BEVERAGES";1874;0
"1605784";1605783;"2015-06-23";15;"BEVERAGES";1444;1
"1607566";1607565;"2015-06-24";15;"BEVERAGES";1321;31
"1609348";1609347;"2015-06-25";15;"BEVERAGES";1189;1
"1611130";1611129;"2015-06-26";15;"BEVERAGES";1428;1
"1612912";1612911;"2015-06-27";15;"BEVERAGES";1710;0
"1614694";1614693;"2015-06-28";15;"BEVERAGES";1329;0
"1616476";1616475;"2015-06-29";15;"BEVERAGES";1493;0
"1618258";1618257;"2015-06-30";15;"BEVERAGES";1576;1
"1620040";1620039;"2015-07-01";15;"BEVERAGES";1782;32
"1621822";1621821;"2015-07-02";15;"BEVERAGES";1757;0
"1623604";1623603;"2015-07-03";15;"BEVERAGES";1789;1
"1625386";1625385;"2015-07-04";15;"BEVERAGES";1560;0
"1627168";1627167;"2015-07-05";15;"BEVERAGES";1339;0
"1628950";1628949;"2015-07-06";15;"BEVERAGES";1751;0
"1630732";1630731;"2015-07-07";15;"BEVERAGES";1342;1
"1632514";1632513;"2015-07-08";15;"BEVERAGES";1469;29
"1634296";1634295;"2015-07-09";15;"BEVERAGES";1547;1
"1636078";1636077;"2015-07-10";15;"BEVERAGES";1681;0
"1637860";1637859;"2015-07-11";15;"BEVERAGES";1550;0
"1639642";1639641;"2015-07-12";15;"BEVERAGES";1373;0
"1641424";1641423;"2015-07-13";15;"BEVERAGES";1471;0
"1643206";1643205;"2015-07-14";15;"BEVERAGES";1287;0
"1644988";1644987;"2015-07-15";15;"BEVERAGES";1408;31
"1646770";1646769;"2015-07-16";15;"BEVERAGES";1306;0
"1648552";1648551;"2015-07-17";15;"BEVERAGES";1566;1
"1650334";1650333;"2015-07-18";15;"BEVERAGES";1488;0
"1652116";1652115;"2015-07-19";15;"BEVERAGES";1560;1
"1653898";1653897;"2015-07-20";15;"BEVERAGES";1687;0
"1655680";1655679;"2015-07-21";15;"BEVERAGES";1590;0
"1657462";1657461;"2015-07-22";15;"BEVERAGES";1487;30
"1659244";1659243;"2015-07-23";15;"BEVERAGES";1535;1
"1661026";1661025;"2015-07-24";15;"BEVERAGES";1263;2
"1662808";1662807;"2015-07-25";15;"BEVERAGES";1684;0
"1664590";1664589;"2015-07-26";15;"BEVERAGES";1250;1
"1666372";1666371;"2015-07-27";15;"BEVERAGES";1454;0
"1668154";1668153;"2015-07-28";15;"BEVERAGES";1485;1
"1669936";1669935;"2015-07-29";15;"BEVERAGES";1387;29
"1671718";1671717;"2015-07-30";15;"BEVERAGES";1700;1
"1673500";1673499;"2015-07-31";15;"BEVERAGES";1199;1
"1675282";1675281;"2015-08-01";15;"BEVERAGES";1861;1
"1677064";1677063;"2015-08-02";15;"BEVERAGES";1322;1
"1678846";1678845;"2015-08-03";15;"BEVERAGES";3445;2
"1680628";1680627;"2015-08-04";15;"BEVERAGES";1528;1
"1682410";1682409;"2015-08-05";15;"BEVERAGES";1651;25
"1684192";1684191;"2015-08-06";15;"BEVERAGES";1531;0
"1685974";1685973;"2015-08-07";15;"BEVERAGES";1460;0
"1687756";1687755;"2015-08-08";15;"BEVERAGES";1858;2
"1689538";1689537;"2015-08-09";15;"BEVERAGES";1265;0
"1691320";1691319;"2015-08-10";15;"BEVERAGES";1243;1
"1693102";1693101;"2015-08-11";15;"BEVERAGES";1341;1
"1694884";1694883;"2015-08-12";15;"BEVERAGES";1416;1
"1696666";1696665;"2015-08-13";15;"BEVERAGES";1963;0
"1698448";1698447;"2015-08-14";15;"BEVERAGES";1354;0
"1700230";1700229;"2015-08-15";15;"BEVERAGES";1574;0
"1702012";1702011;"2015-08-16";15;"BEVERAGES";1298;0
"1703794";1703793;"2015-08-17";15;"BEVERAGES";1692;0
"1705576";1705575;"2015-08-18";15;"BEVERAGES";1371;1
"1707358";1707357;"2015-08-19";15;"BEVERAGES";1587;1
"1709140";1709139;"2015-08-20";15;"BEVERAGES";1680;1
"1710922";1710921;"2015-08-21";15;"BEVERAGES";1747;3
"1712704";1712703;"2015-08-22";15;"BEVERAGES";1709;3
"1714486";1714485;"2015-08-23";15;"BEVERAGES";1438;3
"1716268";1716267;"2015-08-24";15;"BEVERAGES";1641;2
"1718050";1718049;"2015-08-25";15;"BEVERAGES";1215;4
"1719832";1719831;"2015-08-26";15;"BEVERAGES";1601;2
"1721614";1721613;"2015-08-27";15;"BEVERAGES";1484;4
"1723396";1723395;"2015-08-28";15;"BEVERAGES";1494;3
"1725178";1725177;"2015-08-29";15;"BEVERAGES";1616;1
"1726960";1726959;"2015-08-30";15;"BEVERAGES";1425;3
"1728742";1728741;"2015-08-31";15;"BEVERAGES";1700;2
"1730524";1730523;"2015-09-01";15;"BEVERAGES";1876;0
"1732306";1732305;"2015-09-02";15;"BEVERAGES";1940;2
"1734088";1734087;"2015-09-03";15;"BEVERAGES";1839;7
"1735870";1735869;"2015-09-04";15;"BEVERAGES";1727;11
"1737652";1737651;"2015-09-05";15;"BEVERAGES";2243;14
"1739434";1739433;"2015-09-06";15;"BEVERAGES";2057;13
"1741216";1741215;"2015-09-07";15;"BEVERAGES";2310;14
"1742998";1742997;"2015-09-08";15;"BEVERAGES";1721;10
"1744780";1744779;"2015-09-09";15;"BEVERAGES";1669;9
"1746562";1746561;"2015-09-10";15;"BEVERAGES";1438;17
"1748344";1748343;"2015-09-11";15;"BEVERAGES";1394;10
"1750126";1750125;"2015-09-12";15;"BEVERAGES";2292;11
"1751908";1751907;"2015-09-13";15;"BEVERAGES";1778;9
"1753690";1753689;"2015-09-14";15;"BEVERAGES";1966;14
"1755472";1755471;"2015-09-15";15;"BEVERAGES";1676;13
"1757254";1757253;"2015-09-16";15;"BEVERAGES";1932;11
"1759036";1759035;"2015-09-17";15;"BEVERAGES";2968;11
"1760818";1760817;"2015-09-18";15;"BEVERAGES";1412;11
"1762600";1762599;"2015-09-19";15;"BEVERAGES";1698;9
"1764382";1764381;"2015-09-20";15;"BEVERAGES";1817;11
"1766164";1766163;"2015-09-21";15;"BEVERAGES";2061;12
"1767946";1767945;"2015-09-22";15;"BEVERAGES";2208;13
"1769728";1769727;"2015-09-23";15;"BEVERAGES";1759;13
"1771510";1771509;"2015-09-24";15;"BEVERAGES";1567;8
"1773292";1773291;"2015-09-25";15;"BEVERAGES";1752;14
"1775074";1775073;"2015-09-26";15;"BEVERAGES";1808;12
"1776856";1776855;"2015-09-27";15;"BEVERAGES";1421;9
"1778638";1778637;"2015-09-28";15;"BEVERAGES";1542;10
"1780420";1780419;"2015-09-29";15;"BEVERAGES";1911;10
"1782202";1782201;"2015-09-30";15;"BEVERAGES";1539;9
"1783984";1783983;"2015-10-01";15;"BEVERAGES";1864;10
"1785766";1785765;"2015-10-02";15;"BEVERAGES";1873;17
"1787548";1787547;"2015-10-03";15;"BEVERAGES";2431;18
"1789330";1789329;"2015-10-04";15;"BEVERAGES";2048;14
"1791112";1791111;"2015-10-05";15;"BEVERAGES";2092;15
"1792894";1792893;"2015-10-06";15;"BEVERAGES";1785;11
"1794676";1794675;"2015-10-07";15;"BEVERAGES";1644;11
"1796458";1796457;"2015-10-08";15;"BEVERAGES";1599;12
"1798240";1798239;"2015-10-09";15;"BEVERAGES";1604;9
"1800022";1800021;"2015-10-10";15;"BEVERAGES";2582;15
"1801804";1801803;"2015-10-11";15;"BEVERAGES";1814;13
"1803586";1803585;"2015-10-12";15;"BEVERAGES";1614;11
"1805368";1805367;"2015-10-13";15;"BEVERAGES";1519;10
"1807150";1807149;"2015-10-14";15;"BEVERAGES";1643;12
"1808932";1808931;"2015-10-15";15;"BEVERAGES";1282;1
"1810714";1810713;"2015-10-16";15;"BEVERAGES";1399;1
"1812496";1812495;"2015-10-17";15;"BEVERAGES";1794;1
"1814278";1814277;"2015-10-18";15;"BEVERAGES";2012;1
"1816060";1816059;"2015-10-19";15;"BEVERAGES";1900;1
"1817842";1817841;"2015-10-20";15;"BEVERAGES";1846;1
"1819624";1819623;"2015-10-21";15;"BEVERAGES";1431;0
"1821406";1821405;"2015-10-22";15;"BEVERAGES";1530;2
"1823188";1823187;"2015-10-23";15;"BEVERAGES";1532;1
"1824970";1824969;"2015-10-24";15;"BEVERAGES";1519;1
"1826752";1826751;"2015-10-25";15;"BEVERAGES";1665;1
"1828534";1828533;"2015-10-26";15;"BEVERAGES";1695;2
"1830316";1830315;"2015-10-27";15;"BEVERAGES";1842;1
"1832098";1832097;"2015-10-28";15;"BEVERAGES";1415;0
"1833880";1833879;"2015-10-29";15;"BEVERAGES";1265;2
"1835662";1835661;"2015-10-30";15;"BEVERAGES";1452;0
"1837444";1837443;"2015-10-31";15;"BEVERAGES";2127;0
"1839226";1839225;"2015-11-01";15;"BEVERAGES";1374;2
"1841008";1841007;"2015-11-02";15;"BEVERAGES";1248;1
"1842790";1842789;"2015-11-03";15;"BEVERAGES";2041;1
"1844572";1844571;"2015-11-04";15;"BEVERAGES";1744;2
"1846354";1846353;"2015-11-05";15;"BEVERAGES";1765;0
"1848136";1848135;"2015-11-06";15;"BEVERAGES";1680;1
"1849918";1849917;"2015-11-07";15;"BEVERAGES";1450;3
"1851700";1851699;"2015-11-08";15;"BEVERAGES";1780;1
"1853482";1853481;"2015-11-09";15;"BEVERAGES";1811;2
"1855264";1855263;"2015-11-10";15;"BEVERAGES";1578;1
"1857046";1857045;"2015-11-11";15;"BEVERAGES";1616;1
"1858828";1858827;"2015-11-12";15;"BEVERAGES";1437;1
"1860610";1860609;"2015-11-13";15;"BEVERAGES";1369;1
"1862392";1862391;"2015-11-14";15;"BEVERAGES";1708;2
"1864174";1864173;"2015-11-15";15;"BEVERAGES";1643;2
"1865956";1865955;"2015-11-16";15;"BEVERAGES";1782;4
"1867738";1867737;"2015-11-17";15;"BEVERAGES";1378;1
"1869520";1869519;"2015-11-18";15;"BEVERAGES";1457;1
"1871302";1871301;"2015-11-19";15;"BEVERAGES";1605;2
"1873084";1873083;"2015-11-20";15;"BEVERAGES";1490;2
"1874866";1874865;"2015-11-21";15;"BEVERAGES";1414;1
"1876648";1876647;"2015-11-22";15;"BEVERAGES";1749;2
"1878430";1878429;"2015-11-23";15;"BEVERAGES";1510;0
"1880212";1880211;"2015-11-24";15;"BEVERAGES";1345;2
"1881994";1881993;"2015-11-25";15;"BEVERAGES";1573;0
"1883776";1883775;"2015-11-26";15;"BEVERAGES";1590;1
"1885558";1885557;"2015-11-27";15;"BEVERAGES";1146;2
"1887340";1887339;"2015-11-28";15;"BEVERAGES";2177;1
"1889122";1889121;"2015-11-29";15;"BEVERAGES";1425;1
"1890904";1890903;"2015-11-30";15;"BEVERAGES";2411;0
"1892686";1892685;"2015-12-01";15;"BEVERAGES";2089;0
"1894468";1894467;"2015-12-02";15;"BEVERAGES";1670;0
"1896250";1896249;"2015-12-03";15;"BEVERAGES";1770;0
"1898032";1898031;"2015-12-04";15;"BEVERAGES";2087;1
"1899814";1899813;"2015-12-05";15;"BEVERAGES";1635;0
"1901596";1901595;"2015-12-06";15;"BEVERAGES";1970;0
"1903378";1903377;"2015-12-07";15;"BEVERAGES";1849;0
"1905160";1905159;"2015-12-08";15;"BEVERAGES";1461;1
"1906942";1906941;"2015-12-09";15;"BEVERAGES";1488;2
"1908724";1908723;"2015-12-10";15;"BEVERAGES";1492;1
"1910506";1910505;"2015-12-11";15;"BEVERAGES";1712;0
"1912288";1912287;"2015-12-12";15;"BEVERAGES";1449;0
"1914070";1914069;"2015-12-13";15;"BEVERAGES";1780;0
"1915852";1915851;"2015-12-14";15;"BEVERAGES";1846;0
"1917634";1917633;"2015-12-15";15;"BEVERAGES";1635;0
"1919416";1919415;"2015-12-16";15;"BEVERAGES";1515;0
"1921198";1921197;"2015-12-17";15;"BEVERAGES";1642;0
"1922980";1922979;"2015-12-18";15;"BEVERAGES";1535;0
"1924762";1924761;"2015-12-19";15;"BEVERAGES";1895;1
"1926544";1926543;"2015-12-20";15;"BEVERAGES";1546;0
"1928326";1928325;"2015-12-21";15;"BEVERAGES";2334;1
"1930108";1930107;"2015-12-22";15;"BEVERAGES";2227;0
"1931890";1931889;"2015-12-23";15;"BEVERAGES";2213;1
"1933672";1933671;"2015-12-24";15;"BEVERAGES";1650;1
"1935454";1935453;"2015-12-26";15;"BEVERAGES";2104;0
"1937236";1937235;"2015-12-27";15;"BEVERAGES";1425;0
"1939018";1939017;"2015-12-28";15;"BEVERAGES";1807;0
"1940800";1940799;"2015-12-29";15;"BEVERAGES";1793;0
"1942582";1942581;"2015-12-30";15;"BEVERAGES";1898;2
"1944364";1944363;"2015-12-31";15;"BEVERAGES";1698;1
"1946146";1946145;"2016-01-01";15;"BEVERAGES";0;0
"1947928";1947927;"2016-01-02";15;"BEVERAGES";2029;1
"1949710";1949709;"2016-01-03";15;"BEVERAGES";2447;0
"1951492";1951491;"2016-01-04";15;"BEVERAGES";2331;1
"1953274";1953273;"2016-01-05";15;"BEVERAGES";2018;0
"1955056";1955055;"2016-01-06";15;"BEVERAGES";1732;0
"1956838";1956837;"2016-01-07";15;"BEVERAGES";1708;0
"1958620";1958619;"2016-01-08";15;"BEVERAGES";1362;0
"1960402";1960401;"2016-01-09";15;"BEVERAGES";1967;2
"1962184";1962183;"2016-01-10";15;"BEVERAGES";1714;0
"1963966";1963965;"2016-01-11";15;"BEVERAGES";1898;0
"1965748";1965747;"2016-01-12";15;"BEVERAGES";2108;0
"1967530";1967529;"2016-01-13";15;"BEVERAGES";1442;0
"1969312";1969311;"2016-01-14";15;"BEVERAGES";1537;0
"1971094";1971093;"2016-01-15";15;"BEVERAGES";1631;0
"1972876";1972875;"2016-01-16";15;"BEVERAGES";1712;1
"1974658";1974657;"2016-01-17";15;"BEVERAGES";1879;1
"1976440";1976439;"2016-01-18";15;"BEVERAGES";1716;0
"1978222";1978221;"2016-01-19";15;"BEVERAGES";1951;0
"1980004";1980003;"2016-01-20";15;"BEVERAGES";1971;3
"1981786";1981785;"2016-01-21";15;"BEVERAGES";1323;0
"1983568";1983567;"2016-01-22";15;"BEVERAGES";1686;0
"1985350";1985349;"2016-01-23";15;"BEVERAGES";1475;0
"1987132";1987131;"2016-01-24";15;"BEVERAGES";1858;0
"1988914";1988913;"2016-01-25";15;"BEVERAGES";1649;0
"1990696";1990695;"2016-01-26";15;"BEVERAGES";1428;1
"1992478";1992477;"2016-01-27";15;"BEVERAGES";1512;0
"1994260";1994259;"2016-01-28";15;"BEVERAGES";1610;2
"1996042";1996041;"2016-01-29";15;"BEVERAGES";1355;0
"1997824";1997823;"2016-01-30";15;"BEVERAGES";1818;1
"1999606";1999605;"2016-01-31";15;"BEVERAGES";1599;0
"2001388";2001387;"2016-02-01";15;"BEVERAGES";2123;0
"2003170";2003169;"2016-02-02";15;"BEVERAGES";1881;1
"2004952";2004951;"2016-02-03";15;"BEVERAGES";1548;0
"2006734";2006733;"2016-02-04";15;"BEVERAGES";1642;0
"2008516";2008515;"2016-02-05";15;"BEVERAGES";1545;0
"2010298";2010297;"2016-02-06";15;"BEVERAGES";1508;0
"2012080";2012079;"2016-02-07";15;"BEVERAGES";1182;0
"2013862";2013861;"2016-02-08";15;"BEVERAGES";1057;0
"2015644";2015643;"2016-02-09";15;"BEVERAGES";893;0
"2017426";2017425;"2016-02-10";15;"BEVERAGES";1516;0
"2019208";2019207;"2016-02-11";15;"BEVERAGES";1359;15
"2020990";2020989;"2016-02-12";15;"BEVERAGES";1611;13
"2022772";2022771;"2016-02-13";15;"BEVERAGES";1625;12
"2024554";2024553;"2016-02-14";15;"BEVERAGES";1631;14
"2026336";2026335;"2016-02-15";15;"BEVERAGES";1727;19
"2028118";2028117;"2016-02-16";15;"BEVERAGES";1628;10
"2029900";2029899;"2016-02-17";15;"BEVERAGES";1527;12
"2031682";2031681;"2016-02-18";15;"BEVERAGES";1391;15
"2033464";2033463;"2016-02-19";15;"BEVERAGES";1521;10
"2035246";2035245;"2016-02-20";15;"BEVERAGES";1735;12
"2037028";2037027;"2016-02-21";15;"BEVERAGES";1435;17
"2038810";2038809;"2016-02-22";15;"BEVERAGES";2181;15
"2040592";2040591;"2016-02-23";15;"BEVERAGES";1860;15
"2042374";2042373;"2016-02-24";15;"BEVERAGES";1239;13
"2044156";2044155;"2016-02-25";15;"BEVERAGES";1410;6
"2045938";2045937;"2016-02-26";15;"BEVERAGES";1699;11
"2047720";2047719;"2016-02-27";15;"BEVERAGES";1609;14
"2049502";2049501;"2016-02-28";15;"BEVERAGES";1350;17
"2051284";2051283;"2016-02-29";15;"BEVERAGES";1758;16
"2053066";2053065;"2016-03-01";15;"BEVERAGES";2170;16
"2054848";2054847;"2016-03-02";15;"BEVERAGES";1515;11
"2056630";2056629;"2016-03-03";15;"BEVERAGES";1485;18
"2058412";2058411;"2016-03-04";15;"BEVERAGES";1384;13
"2060194";2060193;"2016-03-05";15;"BEVERAGES";1898;18
"2061976";2061975;"2016-03-06";15;"BEVERAGES";1863;19
"2063758";2063757;"2016-03-07";15;"BEVERAGES";2018;20
"2065540";2065539;"2016-03-08";15;"BEVERAGES";1616;19
"2067322";2067321;"2016-03-09";15;"BEVERAGES";1664;18
"2069104";2069103;"2016-03-10";15;"BEVERAGES";1463;13
"2070886";2070885;"2016-03-11";15;"BEVERAGES";1583;14
"2072668";2072667;"2016-03-12";15;"BEVERAGES";1611;14
"2074450";2074449;"2016-03-13";15;"BEVERAGES";1418;19
"2076232";2076231;"2016-03-14";15;"BEVERAGES";1735;11
"2078014";2078013;"2016-03-15";15;"BEVERAGES";1526;16
"2079796";2079795;"2016-03-16";15;"BEVERAGES";1483;16
"2081578";2081577;"2016-03-17";15;"BEVERAGES";1672;11
"2083360";2083359;"2016-03-18";15;"BEVERAGES";1411;12
"2085142";2085141;"2016-03-19";15;"BEVERAGES";1697;23
"2086924";2086923;"2016-03-20";15;"BEVERAGES";1526;15
"2088706";2088705;"2016-03-21";15;"BEVERAGES";2120;24
"2090488";2090487;"2016-03-22";15;"BEVERAGES";1536;14
"2092270";2092269;"2016-03-23";15;"BEVERAGES";1599;16
"2094052";2094051;"2016-03-24";15;"BEVERAGES";1769;0
"2095834";2095833;"2016-03-25";15;"BEVERAGES";1261;0
"2097616";2097615;"2016-03-26";15;"BEVERAGES";1557;0
"2099398";2099397;"2016-03-27";15;"BEVERAGES";1590;1
"2101180";2101179;"2016-03-28";15;"BEVERAGES";1578;0
"2102962";2102961;"2016-03-29";15;"BEVERAGES";1661;0
"2104744";2104743;"2016-03-30";15;"BEVERAGES";1485;0
"2106526";2106525;"2016-03-31";15;"BEVERAGES";1388;15
"2108308";2108307;"2016-04-01";15;"BEVERAGES";2117;20
"2110090";2110089;"2016-04-02";15;"BEVERAGES";1884;18
"2111872";2111871;"2016-04-03";15;"BEVERAGES";1871;24
"2113654";2113653;"2016-04-04";15;"BEVERAGES";1825;23
"2115436";2115435;"2016-04-05";15;"BEVERAGES";1744;19
"2117218";2117217;"2016-04-06";15;"BEVERAGES";2459;18
"2119000";2118999;"2016-04-07";15;"BEVERAGES";1489;0
"2120782";2120781;"2016-04-08";15;"BEVERAGES";1516;0
"2122564";2122563;"2016-04-09";15;"BEVERAGES";1406;1
"2124346";2124345;"2016-04-10";15;"BEVERAGES";1796;2
"2126128";2126127;"2016-04-11";15;"BEVERAGES";1584;1
"2127910";2127909;"2016-04-12";15;"BEVERAGES";1541;1
"2129692";2129691;"2016-04-13";15;"BEVERAGES";1540;2
"2131474";2131473;"2016-04-14";15;"BEVERAGES";1493;11
"2133256";2133255;"2016-04-15";15;"BEVERAGES";1477;12
"2135038";2135037;"2016-04-16";15;"BEVERAGES";1604;15
"2136820";2136819;"2016-04-17";15;"BEVERAGES";1847;21
"2138602";2138601;"2016-04-18";15;"BEVERAGES";2276;21
"2140384";2140383;"2016-04-19";15;"BEVERAGES";2859;20
"2142166";2142165;"2016-04-20";15;"BEVERAGES";1927;16
"2143948";2143947;"2016-04-21";15;"BEVERAGES";1498;15
"2145730";2145729;"2016-04-22";15;"BEVERAGES";1765;10
"2147512";2147511;"2016-04-23";15;"BEVERAGES";1788;14
"2149294";2149293;"2016-04-24";15;"BEVERAGES";1890;21
"2151076";2151075;"2016-04-25";15;"BEVERAGES";1675;19
"2152858";2152857;"2016-04-26";15;"BEVERAGES";1682;27
"2154640";2154639;"2016-04-27";15;"BEVERAGES";1412;17
"2156422";2156421;"2016-04-28";15;"BEVERAGES";1440;21
"2158204";2158203;"2016-04-29";15;"BEVERAGES";1420;19
"2159986";2159985;"2016-04-30";15;"BEVERAGES";1715;19
"2161768";2161767;"2016-05-01";15;"BEVERAGES";1981;28
"2163550";2163549;"2016-05-02";15;"BEVERAGES";2135;23
"2165332";2165331;"2016-05-03";15;"BEVERAGES";1686;22
"2167114";2167113;"2016-05-04";15;"BEVERAGES";1695;25
"2168896";2168895;"2016-05-05";15;"BEVERAGES";1513;25
"2170678";2170677;"2016-05-06";15;"BEVERAGES";1600;26
"2172460";2172459;"2016-05-07";15;"BEVERAGES";2213;26
"2174242";2174241;"2016-05-08";15;"BEVERAGES";1551;21
"2176024";2176023;"2016-05-09";15;"BEVERAGES";1624;21
"2177806";2177805;"2016-05-10";15;"BEVERAGES";1911;28
"2179588";2179587;"2016-05-11";15;"BEVERAGES";1558;26
"2181370";2181369;"2016-05-12";15;"BEVERAGES";1402;9
"2183152";2183151;"2016-05-13";15;"BEVERAGES";1393;9
"2184934";2184933;"2016-05-14";15;"BEVERAGES";1464;11
"2186716";2186715;"2016-05-15";15;"BEVERAGES";1803;20
"2188498";2188497;"2016-05-16";15;"BEVERAGES";1556;20
"2190280";2190279;"2016-05-17";15;"BEVERAGES";1484;11
"2192062";2192061;"2016-05-18";15;"BEVERAGES";1286;13
"2193844";2193843;"2016-05-19";15;"BEVERAGES";1335;13
"2195626";2195625;"2016-05-20";15;"BEVERAGES";1510;12
"2197408";2197407;"2016-05-21";15;"BEVERAGES";1600;11
"2199190";2199189;"2016-05-22";15;"BEVERAGES";1312;14
"2200972";2200971;"2016-05-23";15;"BEVERAGES";1420;10
"2202754";2202753;"2016-05-24";15;"BEVERAGES";1501;11
"2204536";2204535;"2016-05-25";15;"BEVERAGES";1055;12
"2206318";2206317;"2016-05-26";15;"BEVERAGES";1314;11
"2208100";2208099;"2016-05-27";15;"BEVERAGES";1303;8
"2209882";2209881;"2016-05-28";15;"BEVERAGES";1480;13
"2211664";2211663;"2016-05-29";15;"BEVERAGES";1493;9
"2213446";2213445;"2016-05-30";15;"BEVERAGES";1475;15
"2215228";2215227;"2016-05-31";15;"BEVERAGES";1720;13
"2217010";2217009;"2016-06-01";15;"BEVERAGES";1231;11
"2218792";2218791;"2016-06-02";15;"BEVERAGES";1370;9
"2220574";2220573;"2016-06-03";15;"BEVERAGES";1249;1
"2222356";2222355;"2016-06-04";15;"BEVERAGES";1367;5
"2224138";2224137;"2016-06-05";15;"BEVERAGES";1641;5
"2225920";2225919;"2016-06-06";15;"BEVERAGES";1244;5
"2227702";2227701;"2016-06-07";15;"BEVERAGES";1196;5
"2229484";2229483;"2016-06-08";15;"BEVERAGES";1175;6
"2231266";2231265;"2016-06-09";15;"BEVERAGES";1199;5
"2233048";2233047;"2016-06-10";15;"BEVERAGES";1166;7
"2234830";2234829;"2016-06-11";15;"BEVERAGES";1502;4
"2236612";2236611;"2016-06-12";15;"BEVERAGES";1530;6
"2238394";2238393;"2016-06-13";15;"BEVERAGES";1267;8
"2240176";2240175;"2016-06-14";15;"BEVERAGES";1326;7
"2241958";2241957;"2016-06-15";15;"BEVERAGES";1115;9
"2243740";2243739;"2016-06-16";15;"BEVERAGES";1185;3
"2245522";2245521;"2016-06-17";15;"BEVERAGES";1103;8
"2247304";2247303;"2016-06-18";15;"BEVERAGES";1406;3
"2249086";2249085;"2016-06-19";15;"BEVERAGES";1145;2
"2250868";2250867;"2016-06-20";15;"BEVERAGES";1715;5
"2252650";2252649;"2016-06-21";15;"BEVERAGES";1469;5
"2254432";2254431;"2016-06-22";15;"BEVERAGES";1394;2
"2256214";2256213;"2016-06-23";15;"BEVERAGES";1382;5
"2257996";2257995;"2016-06-24";15;"BEVERAGES";1273;6
"2259778";2259777;"2016-06-25";15;"BEVERAGES";1567;4
"2261560";2261559;"2016-06-26";15;"BEVERAGES";1469;5
"2263342";2263341;"2016-06-27";15;"BEVERAGES";1355;6
"2265124";2265123;"2016-06-28";15;"BEVERAGES";1111;5
"2266906";2266905;"2016-06-29";15;"BEVERAGES";1199;6
"2268688";2268687;"2016-06-30";15;"BEVERAGES";1064;3
"2270470";2270469;"2016-07-01";15;"BEVERAGES";1394;6
"2272252";2272251;"2016-07-02";15;"BEVERAGES";1571;5
"2274034";2274033;"2016-07-03";15;"BEVERAGES";1222;3
"2275816";2275815;"2016-07-04";15;"BEVERAGES";1444;7
"2277598";2277597;"2016-07-05";15;"BEVERAGES";1514;5
"2279380";2279379;"2016-07-06";15;"BEVERAGES";1528;6
"2281162";2281161;"2016-07-07";15;"BEVERAGES";1671;5
"2282944";2282943;"2016-07-08";15;"BEVERAGES";1235;6
"2284726";2284725;"2016-07-09";15;"BEVERAGES";1387;3
"2286508";2286507;"2016-07-10";15;"BEVERAGES";1530;6
"2288290";2288289;"2016-07-11";15;"BEVERAGES";1368;4
"2290072";2290071;"2016-07-12";15;"BEVERAGES";1135;4
"2291854";2291853;"2016-07-13";15;"BEVERAGES";1288;8
"2293636";2293635;"2016-07-14";15;"BEVERAGES";1045;5
"2295418";2295417;"2016-07-15";15;"BEVERAGES";1211;8
"2297200";2297199;"2016-07-16";15;"BEVERAGES";1389;10
"2298982";2298981;"2016-07-17";15;"BEVERAGES";1234;7
"2300764";2300763;"2016-07-18";15;"BEVERAGES";1375;7
"2302546";2302545;"2016-07-19";15;"BEVERAGES";1297;7
"2304328";2304327;"2016-07-20";15;"BEVERAGES";1346;7
"2306110";2306109;"2016-07-21";15;"BEVERAGES";1438;6
"2307892";2307891;"2016-07-22";15;"BEVERAGES";1420;8
"2309674";2309673;"2016-07-23";15;"BEVERAGES";1589;7
"2311456";2311455;"2016-07-24";15;"BEVERAGES";1108;6
"2313238";2313237;"2016-07-25";15;"BEVERAGES";1545;6
"2315020";2315019;"2016-07-26";15;"BEVERAGES";1274;5
"2316802";2316801;"2016-07-27";15;"BEVERAGES";1042;7
"2318584";2318583;"2016-07-28";15;"BEVERAGES";862;11
"2320366";2320365;"2016-07-29";15;"BEVERAGES";1279;8
"2322148";2322147;"2016-07-30";15;"BEVERAGES";1462;9
"2323930";2323929;"2016-07-31";15;"BEVERAGES";1245;9
"2325712";2325711;"2016-08-01";15;"BEVERAGES";1553;12
"2327494";2327493;"2016-08-02";15;"BEVERAGES";1509;8
"2329276";2329275;"2016-08-03";15;"BEVERAGES";1531;13
"2331058";2331057;"2016-08-04";15;"BEVERAGES";1374;21
"2332840";2332839;"2016-08-05";15;"BEVERAGES";1509;20
"2334622";2334621;"2016-08-06";15;"BEVERAGES";1550;20
"2336404";2336403;"2016-08-07";15;"BEVERAGES";1541;26
"2338186";2338185;"2016-08-08";15;"BEVERAGES";2474;25
"2339968";2339967;"2016-08-09";15;"BEVERAGES";1704;26
"2341750";2341749;"2016-08-10";15;"BEVERAGES";1588;23
"2343532";2343531;"2016-08-11";15;"BEVERAGES";1440;22
"2345314";2345313;"2016-08-12";15;"BEVERAGES";1548;24
"2347096";2347095;"2016-08-13";15;"BEVERAGES";1348;20
"2348878";2348877;"2016-08-14";15;"BEVERAGES";1229;18
"2350660";2350659;"2016-08-15";15;"BEVERAGES";1526;26
"2352442";2352441;"2016-08-16";15;"BEVERAGES";1799;27
